STATEFP10,COUNTYFP10,TRACTCE10,id,NAME10,NAMELSAD10,MTFCC10,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,geo_id,census_tra,county,estimate,error,year,tract_area,WHPWeigh_1,TOT_POP_19,CNTY_AREA
6,37,143901,6037143901,1439.01,Census Tract,G5020,S,5281922,11638,34.1321312,-118.4000525,1400000US06037143901,1439.01,Los Angeles County,4363,4363,2020,5293560.936,0.505910687,10081570,12300987365
6,37,139802,6037139802,1398.02,Census Tract,G5020,S,6076219,0,34.1428645,-118.5563557,1400000US06037139802,1398.02,Los Angeles County,4041,4041,2020,6076214.667,0.505910687,10081570,12300987365
6,37,460700,6037460700,4607,Census Tract,G5020,S,7437885,7425,34.1929284,-118.1988009,1400000US06037460700,4607,Los Angeles County,4890,4890,2020,7445309.756,0.505910687,10081570,12300987365
6,37,123010,6037123010,1230.1,Census Tract,G5020,S,1015841,0,34.2027436,-118.3745716,1400000US06037123010,1230.1,Los Angeles County,3911,3911,2020,1015843.042,0.505910687,10081570,12300987365
6,59,32054,6059032054,320.54,Census Tract,G5020,S,1548522,0,33.6388097,-117.5952959,1400000US06059032054,320.54,Orange County,5473,5473,2020,1548523.603,0.445015089,3168044,2459757019
6,59,32055,6059032055,320.55,Census Tract,G5020,S,1181918,0,33.6425298,-117.5842869,1400000US06059032055,320.55,Orange County,3560,3560,2020,1181917.563,0.445015089,3168044,2459757019
6,37,920034,6037920034,9200.34,Census Tract,G5020,S,9013712,0,34.4388053,-118.4511824,1400000US06037920034,9200.34,Los Angeles County,3363,3363,2020,9013714.772,0.505910687,10081570,12300987365
6,37,920107,6037920107,9201.07,Census Tract,G5020,S,11395600,13278,34.451003300000004,-118.578516,1400000US06037920107,9201.07,Los Angeles County,NA,NA,2020,11408883.17,0.505910687,10081570,12300987365
6,37,910808,6037910808,9108.08,Census Tract,G5020,S,10767879,587,34.462063,-118.3958221,1400000US06037910808,9108.08,Los Angeles County,3553,3553,2020,10768468.74,0.505910687,10081570,12300987365
6,37,113231,6037113231,1132.31,Census Tract,G5020,S,4123059,18102,34.2266028,-118.6502378,1400000US06037113231,1132.31,Los Angeles County,2275,2275,2020,4141163.159,0.505910687,10081570,12300987365
6,37,408703,6037408703,4087.03,Census Tract,G5020,S,17077493,0,33.9592003,-117.8885456,1400000US06037408703,4087.03,Los Angeles County,6125,6125,2020,17077490.85,0.505910687,10081570,12300987365
6,37,300800,6037300800,3008,Census Tract,G5020,S,6095863,41004,34.1845879,-118.220602,1400000US06037300800,3008,Los Angeles County,7165,7165,2020,6136863.751,0.505910687,10081570,12300987365
6,37,430901,6037430901,4309.01,Census Tract,G5020,S,1168312,0,34.1416678,-118.0115096,1400000US06037430901,4309.01,Los Angeles County,4377,4377,2020,1168307.979,0.505910687,10081570,12300987365
6,37,402402,6037402402,4024.02,Census Tract,G5020,S,5341363,7116,34.0546463,-117.7866816,1400000US06037402402,4024.02,Los Angeles County,NA,NA,2020,5348478.467,0.505910687,10081570,12300987365
6,59,42103,6059042103,421.03,Census Tract,G5020,S,3370451,1702801,33.4077823,-117.6068765,1400000US06059042103,421.03,Orange County,NA,NA,2020,5073255.131,0.445015089,3168044,2459757019
6,59,62638,6059062638,626.38,Census Tract,G5020,S,1308167,0,33.5792026,-117.7338983,1400000US06059062638,626.38,Orange County,6129,6129,2020,1308168.429,0.445015089,3168044,2459757019
6,59,62640,6059062640,626.4,Census Tract,G5020,S,1473841,0,33.5648039,-117.7222301,1400000US06059062640,626.4,Orange County,3364,3364,2020,1473838.102,0.445015089,3168044,2459757019
6,85,507906,6085507906,5079.06,Census Tract,G5020,S,1425847,0,37.3019885,-122.0192284,1400000US06085507906,5079.06,Santa Clara County,4386,4386,2020,1425845.935,0.681847818,1927470,3377488367
6,85,503326,6085503326,5033.26,Census Tract,G5020,S,4235268,0,37.324864,-121.7641598,1400000US06085503326,5033.26,Santa Clara County,7743,7743,2020,4235268.678,0.681847818,1927470,3377488367
6,85,512603,6085512603,5126.03,Census Tract,G5020,S,2089235,0,37.0017253,-121.5626722,1400000US06085512603,5126.03,Santa Clara County,4176,4176,2020,2089238.207,0.681847818,1927470,3377488367
6,73,17106,6073017106,171.06,Census Tract,G5020,S,29902168,450332,33.0198629,-117.2118801,1400000US06073017106,171.06,San Diego County,4479,4479,2020,30352500.79,1.122329083,3316073,11721774884
6,73,16902,6073016902,169.02,Census Tract,G5020,S,121379205,3229088,32.9312875,-116.8539095,1400000US06073016902,169.02,San Diego County,2744,2744,2020,124608194.1,1.122329083,3316073,11721774884
6,73,20016,6073020016,200.16,Census Tract,G5020,S,4802591,0,33.0779769,-117.2527758,1400000US06073020016,200.16,San Diego County,NA,NA,2020,4802591.909,1.122329083,3316073,11721774884
6,73,17010,6073017010,170.1,Census Tract,G5020,S,15261567,0,32.9600141,-116.9909736,1400000US06073017010,170.1,San Diego County,3299,3299,2020,15261565.68,1.122329083,3316073,11721774884
6,73,16811,6073016811,168.11,Census Tract,G5020,S,3288219,0,32.8465129,-116.8973197,1400000US06073016811,168.11,San Diego County,4708,4708,2020,3288222.782,1.122329083,3316073,11721774884
6,73,18700,6073018700,187,Census Tract,G5020,S,542795338,10713937,33.3514295,-117.420698,1400000US06073018700,187,San Diego County,39373,39373,2020,553511525.6,1.122329083,3316073,11721774884
6,73,20708,6073020708,207.08,Census Tract,G5020,S,4526558,9099,33.0903964,-117.0674367,1400000US06073020708,207.08,San Diego County,3798,3798,2020,4535659.199,1.122329083,3316073,11721774884
6,73,20405,6073020405,204.05,Census Tract,G5020,S,5128186,0,33.0829737,-117.0871247,1400000US06073020405,204.05,San Diego County,3314,3314,2020,5128186.951,1.122329083,3316073,11721774884
6,73,9802,6073009802,98.02,Census Tract,G5020,S,1979741,0,32.7968505,-117.0141151,1400000US06073009802,98.02,San Diego County,6673,6673,2020,1979743.648,1.122329083,3316073,11721774884
6,73,20013,6073020013,200.13,Census Tract,G5020,S,10408287,0,33.1173497,-117.2490439,1400000US06073020013,200.13,San Diego County,NA,NA,2020,10408279.72,1.122329083,3316073,11721774884
6,73,18801,6073018801,188.01,Census Tract,G5020,S,12562232,36520,33.3417917,-117.234964,1400000US06073018801,188.01,San Diego County,3868,3868,2020,12598748.58,1.122329083,3316073,11721774884
6,73,13906,6073013906,139.06,Census Tract,G5020,S,1797627,0,32.726792,-117.00719,1400000US06073013906,139.06,San Diego County,5137,5137,2020,1797625.06,1.122329083,3316073,11721774884
6,59,42331,6059042331,423.31,Census Tract,G5020,S,1964791,0,33.5170582,-117.6959369,1400000US06059042331,423.31,Orange County,6259,6259,2020,1964793.847,0.445015089,3168044,2459757019
6,59,42332,6059042332,423.32,Census Tract,G5020,S,4196679,0,33.500546,-117.7023477,1400000US06059042332,423.32,Orange County,5552,5552,2020,4196679.759,0.445015089,3168044,2459757019
6,73,8333,6073008333,83.33,Census Tract,G5020,S,15562013,0,32.9260192,-117.2092157,1400000US06073008333,83.33,San Diego County,NA,NA,2020,15562008.53,1.122329083,3316073,11721774884
6,59,32034,6059032034,320.34,Census Tract,G5020,S,2557046,0,33.63945,-117.6299671,1400000US06059032034,320.34,Orange County,5156,5156,2020,2557047.296,0.445015089,3168044,2459757019
6,73,10005,6073010005,100.05,Census Tract,G5020,S,1505319,0,32.5641852,-117.0496292,1400000US06073010005,100.05,San Diego County,7717,7717,2020,1505317.375,1.122329083,3316073,11721774884
6,73,15602,6073015602,156.02,Census Tract,G5020,S,4287572,0,32.794632,-116.9069289,1400000US06073015602,156.02,San Diego County,2665,2665,2020,4287573.29,1.122329083,3316073,11721774884
6,73,19103,6073019103,191.03,Census Tract,G5020,S,62950063,0,33.2721323,-117.0811017,1400000US06073019103,191.03,San Diego County,5633,5633,2020,62950061.73,1.122329083,3316073,11721774884
6,73,14804,6073014804,148.04,Census Tract,G5020,S,1275799,0,32.7864428,-117.0310839,1400000US06073014804,148.04,San Diego County,4591,4591,2020,1275799.727,1.122329083,3316073,11721774884
6,73,15000,6073015000,150,Census Tract,G5020,S,3114501,0,32.7843109,-117.0095165,1400000US06073015000,150,San Diego County,NA,NA,2020,3114494.196,1.122329083,3316073,11721774884
6,73,20021,6073020021,200.21,Census Tract,G5020,S,2894445,0,33.1511693,-117.1773755,1400000US06073020021,200.21,San Diego County,5727,5727,2020,2894445.318,1.122329083,3316073,11721774884
6,59,62645,6059062645,626.45,Census Tract,G5020,S,5588093,167243,33.6150925,-117.839299,1400000US06059062645,626.45,Orange County,6266,6266,2020,5755336.646,0.445015089,3168044,2459757019
6,59,62639,6059062639,626.39,Census Tract,G5020,S,1746294,0,33.5601443,-117.7293403,1400000US06059062639,626.39,Orange County,7994,7994,2020,1746295.788,0.445015089,3168044,2459757019
6,73,20024,6073020024,200.24,Census Tract,G5020,S,1721996,0,33.1471368,-117.1247249,1400000US06073020024,200.24,San Diego County,4441,4441,2020,1721994.841,1.122329083,3316073,11721774884
6,73,13311,6073013311,133.11,Census Tract,G5020,S,3485486,0,32.6390207,-116.960394,1400000US06073013311,133.11,San Diego County,NA,NA,2020,3485487.353,1.122329083,3316073,11721774884
6,73,13312,6073013312,133.12,Census Tract,G5020,S,854832,0,32.6009868,-117.0326101,1400000US06073013312,133.12,San Diego County,2779,2779,2020,854831.722,1.122329083,3316073,11721774884
6,59,42311,6059042311,423.11,Census Tract,G5020,S,4599376,0,33.4940732,-117.6810823,1400000US06059042311,423.11,Orange County,6536,6536,2020,4599372.179,0.445015089,3168044,2459757019
6,59,42329,6059042329,423.29,Census Tract,G5020,S,2280689,0,33.5316199,-117.6978084,1400000US06059042329,423.29,Orange County,3971,3971,2020,2280691.014,0.445015089,3168044,2459757019
6,59,52422,6059052422,524.22,Census Tract,G5020,S,6726135,0,33.6695497,-117.6788718,1400000US06059052422,524.22,Orange County,10693,10693,2020,6726127.999,0.445015089,3168044,2459757019
6,59,52404,6059052404,524.04,Census Tract,G5020,S,23511486,0,33.6737884,-117.7190024,1400000US06059052404,524.04,Orange County,NA,NA,2020,23511478.03,0.445015089,3168044,2459757019
6,59,32033,6059032033,320.33,Census Tract,G5020,S,914503,0,33.6452899,-117.640004,1400000US06059032033,320.33,Orange County,3774,3774,2020,914505.277,0.445015089,3168044,2459757019
6,59,62621,6059062621,626.21,Census Tract,G5020,S,10265859,46561,33.6285162,-117.7489596,1400000US06059062621,626.21,Orange County,NA,NA,2020,10312424.7,0.445015089,3168044,2459757019
6,59,42201,6059042201,422.01,Census Tract,G5020,S,4398568,2289258,33.460947,-117.6673152,1400000US06059042201,422.01,Orange County,5014,5014,2020,6687831.045,0.445015089,3168044,2459757019
6,59,21917,6059021917,219.17,Census Tract,G5020,S,4738345,7549,33.8037516,-117.7802613,1400000US06059021917,219.17,Orange County,3020,3020,2020,4745885.65,0.445015089,3168044,2459757019
6,73,8366,6073008366,83.66,Census Tract,G5020,S,6106142,0,32.9505149,-117.154914,1400000US06073008366,83.66,San Diego County,7239,7239,2020,6106141.412,1.122329083,3316073,11721774884
6,59,52419,6059052419,524.19,Census Tract,G5020,S,1751818,0,33.7636962,-117.7649096,1400000US06059052419,524.19,Orange County,3508,3508,2020,1751820.481,0.445015089,3168044,2459757019
6,59,52421,6059052421,524.21,Census Tract,G5020,S,2503263,0,33.7169344,-117.7543676,1400000US06059052421,524.21,Orange County,7562,7562,2020,2503261.372,0.445015089,3168044,2459757019
6,59,32049,6059032049,320.49,Census Tract,G5020,S,9784547,383934,33.6638248,-117.6150118,1400000US06059032049,320.49,Orange County,10408,10408,2020,10168480.84,0.445015089,3168044,2459757019
6,59,32053,6059032053,320.53,Census Tract,G5020,S,7079459,0,33.617141,-117.6187322,1400000US06059032053,320.53,Orange County,8606,8606,2020,7079451.642,0.445015089,3168044,2459757019
6,59,42317,6059042317,423.17,Census Tract,G5020,S,3142342,0,33.5110094,-117.7138296,1400000US06059042317,423.17,Orange County,3281,3281,2020,3142338.912,0.445015089,3168044,2459757019
6,37,190301,6037190301,1903.01,Census Tract,G5020,S,403361,0,34.1037944,-118.3151958,1400000US06037190301,1903.01,Los Angeles County,NA,NA,2020,403360.783,0.505910687,10081570,12300987365
6,37,190510,6037190510,1905.1,Census Tract,G5020,S,318393,0,34.0999771,-118.3113901,1400000US06037190510,1905.1,Los Angeles County,3815,3815,2020,318390.277,0.505910687,10081570,12300987365
6,37,190520,6037190520,1905.2,Census Tract,G5020,S,243960,0,34.0999328,-118.3038048,1400000US06037190520,1905.2,Los Angeles County,4144,4144,2020,243960.126,0.505910687,10081570,12300987365
6,85,511800,6085511800,5118,Census Tract,G5020,S,138695880,2135638,37.160449,-121.9417467,1400000US06085511800,5118,Santa Clara County,4360,4360,2020,140831533.1,0.681847818,1927470,3377488367
6,85,512305,6085512305,5123.05,Census Tract,G5020,S,16740430,40931,37.1141491,-121.6737014,1400000US06085512305,5123.05,Santa Clara County,4555,4555,2020,16781364.36,0.681847818,1927470,3377488367
6,85,511914,6085511914,5119.14,Census Tract,G5020,S,2776705,0,37.2305812,-121.8770809,1400000US06085511914,5119.14,Santa Clara County,6393,6393,2020,2776704.984,0.681847818,1927470,3377488367
6,85,507302,6085507302,5073.02,Census Tract,G5020,S,11869577,0,37.2383728,-122.0292563,1400000US06085507302,5073.02,Santa Clara County,2846,2846,2020,11869572.56,0.681847818,1927470,3377488367
6,85,504307,6085504307,5043.07,Census Tract,G5020,S,1696129,0,37.3907279,-121.8525564,1400000US06085504307,5043.07,Santa Clara County,5840,5840,2020,1696128.413,0.681847818,1927470,3377488367
6,85,507500,6085507500,5075,Census Tract,G5020,S,3707864,0,37.2744128,-122.0239096,1400000US06085507500,5075,Santa Clara County,5856,5856,2020,3707868.705,0.681847818,1927470,3377488367
6,85,512200,6085512200,5122,Census Tract,G5020,S,262653298,2006686,37.0467866,-121.7095187,1400000US06085512200,5122,Santa Clara County,3837,3837,2020,264660034,0.681847818,1927470,3377488367
6,85,507203,6085507203,5072.03,Census Tract,G5020,S,1799232,0,37.2513101,-121.9644981,1400000US06085507203,5072.03,Santa Clara County,3062,3062,2020,1799231.959,0.681847818,1927470,3377488367
6,85,503802,6085503802,5038.02,Census Tract,G5020,S,1674998,0,37.3842879,-121.8355147,1400000US06085503802,5038.02,Santa Clara County,8141,8141,2020,1674998.967,0.681847818,1927470,3377488367
6,85,512602,6085512602,5126.02,Census Tract,G5020,S,97144151,26244,37.0180768,-121.5244138,1400000US06085512602,5126.02,Santa Clara County,2696,2696,2020,97170405.3,0.681847818,1927470,3377488367
6,85,507703,6085507703,5077.03,Census Tract,G5020,S,6514450,82312,37.3192975,-122.0756805,1400000US06085507703,5077.03,Santa Clara County,NA,NA,2020,6596756.235,0.681847818,1927470,3377488367
6,85,512402,6085512402,5124.02,Census Tract,G5020,S,49369044,550057,37.0945979,-121.5669408,1400000US06085512402,5124.02,Santa Clara County,5344,5344,2020,49919089.97,0.681847818,1927470,3377488367
6,85,507001,6085507001,5070.01,Census Tract,G5020,S,11958398,0,37.2212142,-121.9935719,1400000US06085507001,5070.01,Santa Clara County,NA,NA,2020,11958406.73,0.681847818,1927470,3377488367
6,85,512308,6085512308,5123.08,Census Tract,G5020,S,13865264,932212,37.1511719,-121.6268403,1400000US06085512308,5123.08,Santa Clara County,8661,8661,2020,14797447.05,0.681847818,1927470,3377488367
6,37,408211,6037408211,4082.11,Census Tract,G5020,S,7762269,110781,33.9988356,-117.9080818,1400000US06037408211,4082.11,Los Angeles County,NA,NA,2020,7873049.28,0.505910687,10081570,12300987365
6,37,106603,6037106603,1066.03,Census Tract,G5020,S,15302665,3978,34.3121073,-118.5243083,1400000US06037106603,1066.03,Los Angeles County,3658,3658,2020,15306646.21,0.505910687,10081570,12300987365
6,37,910805,6037910805,9108.05,Census Tract,G5020,S,110063443,87717,34.4705186,-118.2228302,1400000US06037910805,9108.05,Los Angeles County,NA,NA,2020,110151251.8,0.505910687,10081570,12300987365
6,37,189600,6037189600,1896,Census Tract,G5020,S,1082950,0,34.1113467,-118.3297772,1400000US06037189600,1896,Los Angeles County,3825,3825,2020,1082947.267,0.505910687,10081570,12300987365
6,37,189400,6037189400,1894,Census Tract,G5020,S,1446823,0,34.1200812,-118.3211428,1400000US06037189400,1894,Los Angeles County,3145,3145,2020,1446823.52,0.505910687,10081570,12300987365
6,85,504411,6085504411,5044.11,Census Tract,G5020,S,1366096,0,37.4161016,-121.864835,1400000US06085504411,5044.11,Santa Clara County,6097,6097,2020,1366095.78,0.681847818,1927470,3377488367
6,59,32011,6059032011,320.11,Census Tract,G5020,S,118123615,11213,33.7494876,-117.6163863,1400000US06059032011,320.11,Orange County,1673,1673,2020,118134822.6,0.445015089,3168044,2459757019
6,59,75605,6059075605,756.05,Census Tract,G5020,S,4194078,184104,33.7768438,-117.7699603,1400000US06059075605,756.05,Orange County,6232,6232,2020,4378179.361,0.445015089,3168044,2459757019
6,59,62641,6059062641,626.41,Census Tract,G5020,S,2174815,0,33.6018792,-117.7261068,1400000US06059062641,626.41,Orange County,4941,4941,2020,2174813.816,0.445015089,3168044,2459757019
6,37,800102,6037800102,8001.02,Census Tract,G5020,S,52696961,14552,34.0890371,-118.62268,1400000US06037800102,8001.02,Los Angeles County,NA,NA,2020,52711538.88,0.505910687,10081570,12300987365
6,37,460501,6037460501,4605.01,Census Tract,G5020,S,7533334,23487,34.2182586,-118.1926525,1400000US06037460501,4605.01,Los Angeles County,5151,5151,2020,7556816.408,0.505910687,10081570,12300987365
6,37,920314,6037920314,9203.14,Census Tract,G5020,S,11437854,1533,34.4029836,-118.5246277,1400000US06037920314,9203.14,Los Angeles County,3200,3200,2020,11439395.29,0.505910687,10081570,12300987365
6,37,930200,6037930200,9302,Census Tract,G5020,S,304553762,677839,34.3387926,-118.2894308,1400000US06037930200,9302,Los Angeles County,NA,NA,2020,305231641.4,0.505910687,10081570,12300987365
6,37,262303,6037262303,2623.03,Census Tract,G5020,S,2614304,0,34.0660696,-118.4868492,1400000US06037262303,2623.03,Los Angeles County,2759,2759,2020,2614307.958,0.505910687,10081570,12300987365
6,37,800101,6037800101,8001.01,Census Tract,G5020,S,8096238,0,34.1340646,-118.6268305,1400000US06037800101,8001.01,Los Angeles County,5751,5751,2020,8096237.519,0.505910687,10081570,12300987365
6,59,62642,6059062642,626.42,Census Tract,G5020,S,2040135,0,33.6046208,-117.8634236,1400000US06059062642,626.42,Orange County,3084,3084,2020,2040136.713,0.445015089,3168044,2459757019
6,85,512312,6085512312,5123.12,Census Tract,G5020,S,1433030,0,37.1331658,-121.6429002,1400000US06085512312,5123.12,Santa Clara County,3649,3649,2020,1433030.62,0.681847818,1927470,3377488367
6,85,503327,6085503327,5033.27,Census Tract,G5020,S,1453863,0,37.3079878,-121.7887675,1400000US06085503327,5033.27,Santa Clara County,4849,4849,2020,1453865.163,0.681847818,1927470,3377488367
6,85,512039,6085512039,5120.39,Census Tract,G5020,S,1391959,0,37.2488508,-121.7864273,1400000US06085512039,5120.39,Santa Clara County,6439,6439,2020,1391957.669,0.681847818,1927470,3377488367
6,85,511500,6085511500,5115,Census Tract,G5020,S,3636935,0,37.4143048,-122.1679203,1400000US06085511500,5115,Santa Clara County,NA,NA,2020,3636933.228,0.681847818,1927470,3377488367
6,85,512052,6085512052,5120.52,Census Tract,G5020,S,1471610,64209,37.2484034,-121.8645577,1400000US06085512052,5120.52,Santa Clara County,4011,4011,2020,1535816.938,0.681847818,1927470,3377488367
6,85,506802,6085506802,5068.02,Census Tract,G5020,S,2043844,0,37.2469476,-121.9361955,1400000US06085506802,5068.02,Santa Clara County,5897,5897,2020,2043842.362,0.681847818,1927470,3377488367
6,59,1202,6059001202,12.02,Census Tract,G5020,S,875901,0,33.9331435,-117.9434406,1400000US06059001202,12.02,Orange County,3841,3841,2020,875899.583,0.445015089,3168044,2459757019
6,59,1301,6059001301,13.01,Census Tract,G5020,S,1933954,0,33.9227701,-117.967853,1400000US06059001301,13.01,Orange County,6715,6715,2020,1933952.54,0.445015089,3168044,2459757019
6,59,21827,6059021827,218.27,Census Tract,G5020,S,8161654,0,33.8940999,-117.7309183,1400000US06059021827,218.27,Orange County,2623,2623,2020,8161646.639,0.445015089,3168044,2459757019
6,59,21828,6059021828,218.28,Census Tract,G5020,S,5144597,0,33.8831821,-117.7056802,1400000US06059021828,218.28,Orange County,4350,4350,2020,5144586.035,0.445015089,3168044,2459757019
6,73,8346,6073008346,83.46,Census Tract,G5020,S,11734455,0,32.9125481,-117.1877874,1400000US06073008346,83.46,San Diego County,4380,4380,2020,11734460.42,1.122329083,3316073,11721774884
6,73,19106,6073019106,191.06,Census Tract,G5020,S,79749047,0,33.2534024,-116.9902555,1400000US06073019106,191.06,San Diego County,NA,NA,2020,79749060.42,1.122329083,3316073,11721774884
6,73,20105,6073020105,201.05,Census Tract,G5020,S,2612852,0,33.1596965,-117.0971821,1400000US06073020105,201.05,San Diego County,3658,3658,2020,2612855.588,1.122329083,3316073,11721774884
6,73,16807,6073016807,168.07,Census Tract,G5020,S,5274902,0,32.8364005,-116.919712,1400000US06073016807,168.07,San Diego County,8000,8000,2020,5274899.092,1.122329083,3316073,11721774884
6,73,18904,6073018904,189.04,Census Tract,G5020,S,2907853,0,33.3812714,-117.2415212,1400000US06073018904,189.04,San Diego County,5833,5833,2020,2907855.908,1.122329083,3316073,11721774884
6,73,9400,6073009400,94,Census Tract,G5020,S,62278843,11500,32.8653405,-117.1173286,1400000US06073009400,94,San Diego County,4688,4688,2020,62290320.16,1.122329083,3316073,11721774884
6,73,8312,6073008312,83.12,Census Tract,G5020,S,8620727,3182807,32.9057435,-117.252772,1400000US06073008312,83.12,San Diego County,3657,3657,2020,11803550.63,1.122329083,3316073,11721774884
6,73,16616,6073016616,166.16,Census Tract,G5020,S,2446483,0,32.8315365,-116.9929402,1400000US06073016616,166.16,San Diego County,3873,3873,2020,2446477.687,1.122329083,3316073,11721774884
6,73,17604,6073017604,176.04,Census Tract,G5020,S,4913297,22969,33.0553701,-117.2730539,1400000US06073017604,176.04,San Diego County,NA,NA,2020,4936269.444,1.122329083,3316073,11721774884
6,59,62605,6059062605,626.05,Census Tract,G5020,S,1047119,845383,33.5427708,-117.7839464,1400000US06059062605,626.05,Orange County,2775,2775,2020,1892503.73,0.445015089,3168044,2459757019
6,59,21824,6059021824,218.24,Census Tract,G5020,S,1626844,0,33.8986741,-117.7692768,1400000US06059021824,218.24,Orange County,2630,2630,2020,1626845.975,0.445015089,3168044,2459757019
6,73,20106,6073020106,201.06,Census Tract,G5020,S,1823385,0,33.1501423,-117.0867344,1400000US06073020106,201.06,San Diego County,3371,3371,2020,1823384.966,1.122329083,3316073,11721774884
6,73,15100,6073015100,151,Census Tract,G5020,S,2153737,0,32.7880739,-116.9938889,1400000US06073015100,151,San Diego County,4870,4870,2020,2153736.145,1.122329083,3316073,11721774884
6,73,16608,6073016608,166.08,Census Tract,G5020,S,2503301,0,32.8685872,-116.9617915,1400000US06073016608,166.08,San Diego County,2760,2760,2020,2503299.721,1.122329083,3316073,11721774884
